Unnamed: 0,zipcode,household median,percent of household,family median,percent family,non-family median,percent non-family,weighted median,city,city rank,rank
1112,17840,59028,37.2,58361,49.7,78357,0.0,50963.833,Locust Gap,1.0,1086.0
1113,17841,48229,38.2,53649,39.6,31250,31.1,49387.232,McClure,1.0,1143.0
1114,17842,56114,32.6,65859,29.0,30052,39.1,49142.606,Middleburg,2.0,1155.0
1115,17844,55232,27.9,63519,27.4,30484,28.9,41623.81,Mifflinburg,1.0,1366.0
1116,17845,54183,43.0,60938,43.1,26786,42.9,61054.162000000004,Millmont,1.0,727.0
1117,17846,53948,27.6,72105,28.5,30552,24.1,42802.605,Millville,1.0,1338.0
1118,17847,51815,31.5,67978,37.3,30043,19.9,47656.075999999994,Milton,1.0,1204.0
1119,17850,44500,37.9,41917,52.9,35096,11.9,43216.017,Montandon,1.0,1325.0
1120,17851,39081,38.1,54375,39.6,21429,35.8,44093.943,Mount Carmel,1.0,1309.0
1121,17853,54086,28.6,62594,27.2,33015,28.2,41804.394,Mount Pleasant Mills,1.0,1359.0
1122,17855,65714,18.2,74219,17.0,29844,21.8,31083.17,New Berlin,1.0,1546.0
1123,17856,67043,36.2,79554,37.6,42500,32.3,67909.37,New Columbia,1.0,532.0
1124,17857,64424,35.2,74606,35.0,39643,34.5,62466.183,Northumberland,1.0,682.0
1125,17859,61452,34.2,77625,35.8,31184,30.3,58255.085999999996,Orangeville,1.0,805.0
1126,17860,72813,26.2,80750,28.4,28125,8.2,44316.255999999994,Paxinos,1.0,1299.0
1127,17861,57452,45.6,87750,49.2,21250,28.6,75448.61200000001,Middleburg,1.0,357.0
1128,17862,41000,37.7,0,46.2,0,0.0,15457.0,Middleburg,3.0,1642.0
1129,17864,58836,37.6,66528,40.9,34375,20.0,56207.288,Port Trevorton,1.0,887.0
1130,17865,0,9.1,87500,20.0,0,0.0,17500.0,Milton,2.0,1637.0
1131,17866,40941,35.7,51719,41.3,23675,25.7,42060.359000000004,Coal Run,1.0,1352.0
1132,17867,36250,45.5,56667,53.3,"2,500-",38.9,47669.761,Rebuck,1.0,1203.0
1133,17868,57875,21.8,62054,15.5,36250,37.3,35756.37,Riverside,1.0,1483.0
1134,17870,66158,29.2,79652,24.2,31855,35.4,49870.59,Selinsgrove,1.0,1119.0
1135,17872,39653,32.6,50976,32.4,21288,31.4,36127.534,Shamokin,1.0,1477.0
1136,17876,57153,24.1,85455,19.4,25197,28.3,37482.894,Shamokin Dam,1.0,1453.0
1137,17878,69400,34.9,71250,30.8,24375,53.5,59206.225,Stillwater,1.0,777.0
1138,17880,54464,45.2,69000,30.0,0,83.3,45317.727999999996,Swengel,1.0,1276.0
1139,17881,53611,41.9,55455,40.9,36875,43.8,61295.35400000001,Trevorton,1.0,722.0
1140,17884,45625,50.0,0,53.1,19286,40.0,30526.9,Danville,2.0,1552.0
1141,17885,68750,37.5,77885,39.3,0,25.0,56390.055,Weikert,1.0,877.0
1142,17886,45859,40.9,47188,56.4,21535,14.4,48471.403,West Milton,1.0,1176.0
1143,17887,48821,59.8,0,78.5,0,14.7,29194.958,White Deer,1.0,1561.0
1144,17888,55313,24.3,80625,28.5,32083,14.0,40910.804,Wilburton,1.0,1385.0
1145,17889,70245,34.8,83750,37.3,0,23.8,55684.01,Winfield,1.0,906.0
1146,17901,45198,42.1,58953,40.8,29695,44.0,56146.982,Pottsville,2.0,891.0
1147,17920,37232,39.3,49500,43.8,34375,30.6,46831.926,Ashland,3.0,1233.0
1148,17921,57225,44.7,70735,45.8,24288,42.7,68347.181,Ashland,1.0,520.0
1149,17922,77163,39.3,83810,42.0,41250,27.2,76745.259,Auburn,1.0,333.0
1150,17923,48750,68.4,60050,68.0,33542,69.4,97457.148,Branchdale,1.0,114.0
1151,17925,65625,33.9,80250,33.7,0,35.0,49291.125,Brockton,1.0,1150.0
1152,17929,58365,35.8,61917,36.5,36786,34.4,56148.75900000001,Cressona,1.0,890.0
1153,17930,36875,52.1,55625,48.2,26458,56.0,60839.605,Cumbola,1.0,732.0
1154,17931,70072,47.3,73639,47.9,26645,42.4,79714.617,Frackville,1.0,281.0
1155,17934,36667,38.6,49375,37.0,19583,40.7,40392.492999999995,Gilberton,1.0,1400.0
1156,17935,29667,50.0,41250,35.2,18548,57.3,39981.504,Girardville,2.0,1413.0
1157,17936,56691,50.3,67708,47.1,23194,56.2,73441.069,Gordon,1.0,399.0
1158,17938,75933,48.7,78856,41.6,75291,61.8,116313.305,Hegins,1.0,51.0
1159,17941,60833,36.8,70500,37.4,42813,31.8,62368.078,Klingerstown,1.0,686.0
1160,17943,69375,12.5,70583,17.4,0,0.0,20953.317,Ashland,4.0,1623.0
1161,17944,86250,44.8,97500,56.0,"2,500-",11.8,93535.0,Pottsville,1.0,138.0
1162,17945,0,39.4,90208,52.0,0,9.5,46908.16,Ashland,2.0,1231.0
1163,17946,72375,70.2,0,100.0,0,0.0,50807.25,Girardville,1.0,1089.0
1164,17948,34258,42.8,35905,46.2,25208,35.3,40148.958,Mahanoy City,1.0,1408.0
1165,17949,52981,30.0,58173,51.1,46875,11.3,50917.578,Mahanoy Plane,1.0,1087.0
1166,17951,125043,8.2,68667,16.7,0,0.0,21720.915,Pottsville,3.0,1616.0
1167,17952,39500,44.1,48393,50.9,0,36.7,42051.537000000004,Tuscarora Township,2.0,1353.0
1168,17953,50208,30.4,75179,26.5,40625,37.9,50582.542,Middleport,1.0,1099.0
1169,17954,32413,39.8,32254,44.4,17159,31.9,32694.871,Minersville,1.0,1527.0
1170,17957,103636,60.7,115288,58.5,34000,53.6,148574.532,Muir,1.0,15.0
1171,17959,57250,37.6,75536,43.6,28125,26.6,61940.945999999996,New Philadelphia,1.0,706.0
1172,17960,57383,34.6,70625,40.2,29550,19.9,54126.218,New Ringgold,1.0,953.0
1173,17961,71746,33.9,91442,32.7,49904,35.8,72089.06,Orwigsburg,1.0,432.0
1174,17963,63165,36.3,70702,36.3,33131,34.8,60123.309,Pine Grove,1.0,756.0
1175,17964,48690,30.6,56094,30.3,29107,31.0,40918.792,Pitman,1.0,1384.0
1176,17965,51303,38.4,58125,39.2,33456,37.3,54964.44,Port Carbon,1.0,931.0
1177,17967,60192,44.8,69688,44.8,31250,43.0,71623.74,Ringtown,1.0,442.0
1178,17968,67750,36.4,76250,35.0,0,41.2,51348.5,Sacramento,1.0,1068.0
1179,17970,48145,38.5,58867,35.3,22409,40.8,48458.748,St. Clair,1.0,1177.0
1180,17972,54426,36.7,74358,40.6,23191,28.8,56842.698,Schuylkill Haven,2.0,861.0
1181,17974,52589,53.7,54732,42.4,0,100.0,51446.66099999999,Seltzer,1.0,1064.0
1182,17976,36511,46.6,49697,44.4,23047,46.8,49865.59,Shenandoah,1.0,1120.0
1183,17978,47308,30.9,47813,27.3,47212,35.1,44242.532999999996,Spring Glen,1.0,1303.0
1184,17979,57083,42.4,56042,35.3,61875,66.7,85256.64300000001,Schuylkill Haven,1.0,213.0
1185,17980,59563,30.1,66406,32.9,41364,22.2,48958.845,Tower City,1.0,1164.0
1186,17981,52075,34.3,64091,35.6,33289,31.9,51297.31200000001,Tremont,1.0,1070.0
1187,17982,48056,37.9,62656,42.5,0,16.7,44842.02400000001,Tuscarora Township,1.0,1289.0
1188,17983,62589,34.1,63462,25.0,46964,40.7,56322.697,Valley View,1.0,882.0
1189,17985,68807,49.7,85000,47.7,40375,53.8,96463.829,Zion Grove,1.0,122.0
1190,18011,94784,22.5,94554,22.8,76316,19.0,57384.752,Alburtis,1.0,839.0
1191,18013,68302,36.6,77500,37.7,36205,30.8,65367.172,Bangor,1.0,595.0
1192,18014,67216,29.0,80833,27.1,26868,32.2,50049.879,Bath,1.0,1113.0
1193,18015,48608,33.7,67068,33.2,29831,33.3,48581.195,Bethlehem,4.0,1170.0
1194,18017,76189,34.7,86448,36.4,41130,28.1,69462.185,Bethlehem,2.0,498.0
1195,18018,58487,30.4,74220,29.7,42018,30.8,52764.932,Bethlehem,3.0,1010.0
1196,18020,97359,32.1,113623,31.2,50184,32.8,83162.967,Bethlehem,1.0,236.0
1197,18030,53125,31.6,63000,28.3,42292,34.8,49334.115999999995,Palmerton,3.0,1149.0
1198,18031,78975,20.6,101167,21.3,53103,18.8,47800.785,Breinigsville,1.0,1199.0
1199,18032,65206,30.0,79332,32.1,33958,25.9,53822.49400000001,Catasauqua,1.0,964.0
1200,18034,109158,28.2,123000,30.5,62125,18.3,79666.431,Center Valley,1.0,282.0
1201,18036,104709,28.6,113315,29.0,49280,27.2,76212.284,Coopersburg,1.0,342.0
1202,18037,64770,25.0,74583,25.6,32225,23.8,42955.297999999995,Coplay,1.0,1332.0
1203,18038,85524,26.2,100573,32.0,0,11.6,54590.648,Danielsville,1.0,942.0
1204,18040,101068,26.9,117966,26.1,53257,27.1,72409.065,Easton,2.0,418.0
1205,18041,79239,29.4,86912,30.5,50500,20.8,60308.426,East Greenville,1.0,751.0
1206,18042,60647,39.2,71645,41.6,38910,33.5,66612.79400000001,Easton,3.0,570.0
1207,18045,98467,31.4,112646,33.1,56016,27.0,83328.784,Easton,1.0,233.0
1208,18049,76737,28.3,100254,29.3,46475,26.0,63174.492999999995,Emmaus,1.0,660.0
1209,18051,123883,18.7,128239,16.1,62344,22.6,57902.34400000001,Fogelsville,1.0,817.0
1210,18052,67835,30.7,78366,30.4,43066,31.4,58171.333,Whitehall Township,1.0,808.0
1211,18053,79464,23.3,88318,29.7,35625,2.9,45778.683,Germansville,1.0,1264.0
1212,18054,84896,29.8,107143,30.6,48505,21.8,68658.856,Green Lane,1.0,512.0
1213,18055,74394,31.3,95417,33.6,42181,25.6,66143.77,Hellertown,2.0,576.0
1214,18056,63333,53.3,80394,61.4,29609,28.4,91527.36099999999,Hereford Township,1.0,156.0
1215,18058,61196,43.9,80653,38.7,32480,55.2,76006.715,Effort,1.0,346.0
1216,18059,104583,32.0,121667,31.0,0,35.1,71183.33,Laurys Station,1.0,457.0
1217,18062,85262,31.5,106458,33.3,45455,26.7,74444.52900000001,Macungie,1.0,382.0
1218,18063,36280,42.3,65817,61.3,14798,13.0,57616.001,Martins Creek,1.0,830.0
1219,18064,81774,34.3,97973,32.0,37088,38.3,73604.546,Nazareth,1.0,395.0
1220,18066,94178,27.7,103922,28.8,50592,21.6,66944.714,New Tripoli,1.0,558.0
1221,18067,74580,30.3,81933,29.9,47013,30.4,61387.65900000001,Northampton,1.0,719.0
1222,18069,97100,23.9,124412,25.7,50192,14.8,62609.2,Orefield,1.0,678.0
1223,18070,71250,31.0,93750,27.6,35833,44.0,63729.02,Palm,1.0,642.0
1224,18071,61757,35.6,72176,35.8,33496,33.5,59045.66,Palmerton,1.0,786.0
1225,18072,65673,37.1,76679,33.3,40875,46.8,69028.29,Pen Argyl,1.0,506.0
1226,18073,95657,36.2,107367,39.8,44293,24.5,88211.685,Pennsburg,1.0,185.0
1227,18074,99333,32.5,102070,35.7,64635,21.0,82295.565,Perkiomenville,1.0,248.0
1228,18076,71635,32.2,99792,36.0,31961,26.3,67397.333,Red Hill,1.0,546.0
1229,18077,87896,40.5,101250,39.9,70795,42.1,105801.325,Riegelsville,1.0,74.0
1230,18078,98095,29.5,126315,30.8,44607,25.6,79262.437,Schnecksville,1.0,292.0
1231,18080,61987,32.1,79970,31.5,31207,30.0,54450.477,Slatington,1.0,948.0
1232,18081,44365,84.6,0,0.0,44078,100.0,81610.79,Hellertown,1.0,257.0
1233,18083,60833,37.5,58750,40.0,77857,26.1,66633.052,Stockertown,1.0,568.0
1234,18085,62679,30.1,77969,36.6,45250,14.6,54009.532999999996,Tatamy,1.0,959.0
1235,18086,55088,28.9,55132,16.7,0,47.3,25127.476000000002,Walnutport,2.0,1589.0
1236,18087,41389,12.2,65889,19.0,21667,0.0,17568.368000000002,Trexlertown,1.0,1636.0
1237,18088,64681,28.9,71885,30.7,41260,22.4,50003.74400000001,Walnutport,1.0,1114.0
1238,18091,61986,42.5,89815,40.4,36548,46.1,79477.938,Wind Gap,1.0,287.0
1239,18092,95669,42.2,99352,40.7,39665,48.3,99966.77699999999,Zionsville,1.0,96.0
1240,18101,30197,45.0,26389,51.6,30802,33.3,37462.44,Allentown,6.0,1454.0
1241,18102,34538,45.2,36888,48.1,23903,35.1,41744.25700000001,Allentown,5.0,1360.0
1242,18103,62586,33.1,73216,34.2,41496,29.4,57955.662000000004,Allentown,3.0,814.0
1243,18104,74960,29.4,91013,28.7,45503,30.4,61991.883,Allentown,1.0,702.0
1244,18106,71368,31.9,81788,29.7,39247,37.2,61657.31200000001,Allentown,2.0,711.0
1245,18109,46184,37.3,49607,33.8,32832,43.8,48374.21400000001,Allentown,4.0,1181.0
1246,18201,39345,41.8,44181,41.3,30424,40.7,47075.530999999995,Hazleton,2.0,1220.0
1247,18202,44592,39.9,68664,40.2,24842,39.4,55182.88400000001,Hazleton,1.0,920.0
1248,18210,62562,30.4,70332,29.1,27545,33.7,48768.125,Albrightsville,1.0,1166.0
1249,18211,61012,28.2,63750,30.8,41086,21.8,45797.13200000001,Andreas,1.0,1262.0
1250,18212,55268,8.2,0,11.8,0,0.0,4531.976,Lehighton,2.0,1673.0
1251,18214,58097,26.7,64403,26.7,23947,26.6,39077.402,Barnesville,1.0,1428.0
1252,18216,51250,40.7,70852,41.9,33500,34.1,61969.238,Beaver Meadows,1.0,704.0
1253,18218,45769,40.0,59141,41.5,26726,38.1,53033.721,Coaldale,1.0,998.0
1254,18219,66932,48.2,69531,36.2,44063,70.0,88275.546,Conyngham,1.0,183.0
1255,18220,48636,55.4,61875,43.8,27250,66.7,72221.344,Delano Township,1.0,423.0
1256,18221,105741,62.1,106073,69.6,0,0.0,139491.969,Freeland,1.0,22.0
1257,18222,76940,35.3,95319,29.5,49971,45.5,78015.73,Drums,1.0,314.0
1258,18224,44295,48.8,58393,53.2,26156,40.8,63352.684,Freeland,2.0,652.0
1259,18229,60126,36.9,77470,34.4,35449,40.6,63228.468,Jim Thorpe,1.0,656.0
1260,18230,66154,38.6,66731,44.7,0,0.0,55364.200999999994,Junedale,1.0,912.0
1261,18231,50481,46.7,53365,43.0,46563,55.0,72131.227,McAdoo,1.0,428.0
1262,18232,36500,36.0,40000,36.0,19798,33.7,34211.926,Lansford,1.0,1505.0
1263,18235,64029,37.5,77725,34.4,33631,42.5,65041.45,Lehighton,1.0,610.0
1264,18237,36968,38.2,44630,38.3,27333,36.8,41273.61,McAdoo,2.0,1377.0
1265,18240,51762,40.8,67303,36.6,31703,46.4,60461.986,Nesquehoning,1.0,747.0
1266,18241,56295,49.3,85179,41.9,55357,55.4,94111.214,Nuremberg,1.0,132.0
1267,18242,0,83.6,85887,17.3,35625,46.7,31495.326,Hazleton,3.0,1540.0
1268,18244,53750,36.0,67250,38.5,20313,32.6,51863.288,Palmerton,2.0,1048.0
1269,18245,35714,50.7,38944,58.8,0,41.7,41006.07,Tamaqua,2.0,1381.0
1270,18246,50952,23.6,36959,21.0,0,50.0,19786.061999999998,Rock Glen,1.0,1629.0
1271,18248,37279,71.7,55139,72.9,22708,67.9,82344.106,Sheppton,1.0,247.0
1272,18249,78098,39.6,90000,36.4,45602,46.9,85074.146,Sugarloaf,1.0,219.0
1273,18250,47734,36.9,52188,28.9,45417,31.3,46911.699,Summit Hill,1.0,1230.0
1274,18252,51549,32.2,71793,31.3,25379,33.8,47648.08900000001,Tamaqua,1.0,1205.0
1275,18254,48289,34.6,45179,36.6,29318,29.5,41892.318,Tresckow,1.0,1356.0
1276,18255,53466,43.3,69500,43.1,33563,40.5,66698.293,Weatherly,1.0,565.0
1277,18256,61607,56.9,80694,62.6,0,44.4,85568.82699999999,Weston,1.0,209.0
1278,18301,70157,41.5,87845,42.6,42894,34.7,81421.343,East Stroudsburg,1.0,260.0
1279,18302,70657,37.7,87074,38.0,34325,28.2,69405.459,East Stroudsburg,3.0,500.0
1280,18321,61375,37.6,72019,38.4,40743,35.5,65196.060999999994,Bartonsville,1.0,604.0
1281,18322,76717,42.5,97727,47.9,34663,30.0,89814.85800000002,Brodheadsville,1.0,171.0
1282,18324,51817,32.7,53775,33.7,32533,26.0,43524.914000000004,Bushkill,1.0,1320.0
1283,18325,142663,25.0,148944,18.7,72772,31.1,86150.37,Canadensis,1.0,204.0
1284,18326,57147,35.9,59811,39.3,27938,31.6,52849.904,Cresco,1.0,1005.0
1285,18327,74375,35.7,86250,47.5,63500,27.8,85173.625,Delaware Water Gap,1.0,214.0
1286,18328,65167,38.6,81674,32.7,53472,46.3,76619.396,Dingmans Ferry,1.0,336.0
1287,18330,69559,40.5,79094,46.2,46914,18.8,73532.655,Effort,2.0,396.0
1288,18331,67792,12.4,69292,9.4,33824,27.8,24322.728,Gilbert,1.0,1602.0
1289,18332,86286,34.7,86098,35.7,49583,30.3,75701.87700000001,Henryville,1.0,352.0
1290,18334,83711,37.3,68963,48.5,59853,9.9,70596.705,Long Pond,1.0,469.0
1291,18335,96658,30.5,97106,28.8,43125,42.4,75732.218,East Stroudsburg,2.0,350.0
1292,18336,65441,34.2,85000,33.3,35388,35.5,63248.56200000001,Matamoras,1.0,655.0
1293,18337,81308,30.6,99583,31.3,47527,29.4,70022.665,Milford,1.0,482.0
1294,18340,157109,35.8,157109,35.8,0,0.0,112490.04400000001,Millrift,1.0,57.0
1295,18343,69265,35.6,87250,39.6,40129,27.3,70164.557,Mount Bethel,1.0,477.0
1296,18344,65595,52.8,79184,64.4,46250,32.1,100474.906,Mount Pocono,1.0,92.0
1297,18346,52056,30.9,71786,31.2,36613,30.0,49466.435999999994,Pocono Summit,1.0,1140.0
1298,18347,69511,29.5,72550,42.4,69018,18.8,64242.32900000001,Pocono Lake,1.0,630.0
1299,18349,53859,39.8,0,68.1,0,0.0,21435.882,Swiftwater,2.0,1620.0
1300,18350,70185,24.1,65625,45.1,92684,6.3,52350.552,Pocono Pines,1.0,1027.0
1301,18351,52321,24.9,71250,33.8,33580,7.4,39595.349,Portland,1.0,1423.0
1302,18352,71634,60.1,71889,56.3,0,68.5,83525.541,Reeders,1.0,232.0
1303,18353,76850,36.9,91575,38.9,48470,32.2,79587.665,Saylorsburg,1.0,285.0
1304,18354,65868,32.3,67431,38.8,31071,16.2,52472.09400000001,Sciota,1.0,1019.0
1305,18360,58904,39.7,73690,40.6,41607,37.9,69072.08099999999,Stroudsburg,1.0,505.0
1306,18370,71174,33.4,71660,32.3,0,39.8,46918.295999999995,Swiftwater,1.0,1229.0
1307,18371,77893,37.6,78679,41.1,0,0.0,61624.837,Tamiment,1.0,713.0
1308,18372,70481,42.6,106705,45.7,14643,35.8,84031.285,Tannersville,1.0,230.0
1309,18403,54823,39.9,69890,38.3,45529,37.1,65533.505999999994,Archbald,1.0,591.0
1310,18405,63839,44.0,65250,44.8,45125,40.8,75732.16,Beach Lake,1.0,351.0
1311,18407,47953,40.5,58801,38.7,24096,42.7,52465.944,Carbondale,1.0,1020.0
1312,18411,81801,32.6,99572,30.5,50401,36.0,75180.946,Clarks Summit,2.0,363.0
1313,18413,21964,31.7,0,61.1,0,0.0,6962.5880000000025,Forest City,2.0,1666.0
1314,18414,75452,36.0,83944,35.7,45035,36.8,73703.608,Dalton,1.0,394.0
1315,18415,75513,50.1,76186,37.5,54708,63.7,101250.759,Damascus,1.0,88.0
1316,18417,66103,43.5,77857,45.3,39306,38.6,79196.142,Equinunk,1.0,295.0
1317,18419,57368,42.0,69375,40.3,34286,42.7,66692.807,Factoryville,1.0,566.0
1318,18421,55443,39.2,75781,39.2,36058,37.3,64889.442,Forest City,1.0,617.0
1319,18424,61389,39.0,74426,43.0,35219,30.2,66581.02799999999,Gouldsboro,1.0,571.0
1320,18425,70625,38.0,96620,43.9,42917,28.2,81356.274,Greeley,1.0,261.0
1321,18426,53099,39.5,57500,44.0,36591,27.5,56336.63,Greentown,1.0,880.0
1322,18428,58881,42.3,71177,48.0,37125,30.9,70543.24799999999,Hawley,1.0,470.0
1323,18431,52667,33.1,63615,36.7,27192,26.2,47903.78599999999,Honesdale,1.0,1196.0
1324,18433,67447,31.0,88527,27.3,37422,37.4,59072.269,Jermyn,1.0,785.0
1325,18434,62649,50.8,71427,42.9,27344,63.1,79721.939,Jessup,1.0,280.0
1326,18435,113821,19.1,129191,11.3,36250,38.5,50294.644,Lackawaxen,1.0,1107.0
1327,18436,68845,33.9,82443,35.3,27721,27.3,60008.667,Lake Ariel,1.0,757.0
1328,18437,49643,22.2,66250,22.2,37500,22.2,34053.246,Lake Como,1.0,1509.0
1329,18438,41261,36.8,54116,50.5,38861,18.9,49857.357,Lakeville,1.0,1121.0
1330,18439,59688,55.8,72500,43.8,0,80.6,65060.904,Lakewood,1.0,609.0
1331,18441,0,59.7,0,71.7,21750,33.3,7242.75,Lenoxville,1.0,1664.0
1332,18443,0,5.5,111429,8.3,22375,0.0,9248.607,Milanville,1.0,1662.0
1333,18444,76184,37.2,86200,35.8,35058,40.1,73258.306,Moscow,1.0,401.0
1334,18445,46667,38.7,69107,35.1,32083,39.9,55117.803,Newfoundland,1.0,923.0
1335,18446,56289,43.9,67153,49.0,27571,32.2,66493.703,Nicholson,1.0,573.0
1336,18447,53640,37.3,67034,39.7,32729,31.6,56962.582,Olyphant,1.0,854.0
1337,18451,57311,53.9,64464,60.5,0,24.1,69891.349,Paupack,1.0,486.0
1338,18452,47692,37.5,72776,32.6,21763,44.2,51228.722,Peckville,1.0,1074.0
1339,18453,59375,44.2,72337,41.9,22375,50.9,67941.828,Pleasant Mount,1.0,531.0
1340,18454,90179,26.9,90982,0.0,0,55.6,24258.151,Union Dale,2.0,1603.0
1341,18455,45446,49.1,46161,40.8,0,100.0,41147.674,Preston Park,1.0,1379.0
1342,18456,60547,66.2,61641,70.1,33125,57.8,102438.705,Prompton,1.0,82.0
1343,18458,68990,36.7,75725,33.3,0,46.3,50535.755,Shohola,1.0,1102.0
1344,18460,0,30.1,60000,0.0,0,36.1,0.0,South Sterling,1.0,1684.0
1345,18461,33636,41.8,95833,61.7,24643,27.9,80064.20599999999,Starlight,1.0,279.0
1346,18462,62946,31.9,93333,27.8,46528,40.0,64637.547999999995,Starrucca,1.0,622.0
1347,18463,90625,57.5,110050,60.6,70714,43.8,149772.407,Sterling Township,1.0,13.0
1348,18464,81087,28.9,107813,25.1,19348,37.2,57692.662000000004,Tafton,1.0,825.0
1349,18465,56719,36.2,64167,40.3,40104,27.6,57460.282999999996,Thompson,1.0,835.0
1350,18466,60890,43.8,66592,41.4,37791,44.8,71169.276,Tobyhanna,1.0,458.0
1351,18469,56268,17.7,56395,13.9,0,34.8,17798.341,Tyler Hill,1.0,1635.0
1352,18470,64808,42.7,72596,41.3,44688,46.9,78613.836,Union Dale,1.0,302.0
1353,18471,125417,44.9,179722,43.6,0,49.1,134671.025,Abington Township,1.0,30.0
1354,18472,56534,37.7,67684,35.2,29333,38.1,56313.959,Waymart,1.0,883.0
1355,18473,0,42.1,45139,57.6,0,26.5,26000.064,Lake Ariel,2.0,1584.0
1356,18503,32625,39.4,0,55.0,29896,38.9,24483.793999999998,Scranton,8.0,1598.0
1357,18504,47786,40.3,60238,40.8,26993,37.7,54011.223,Scranton,5.0,958.0
1358,18505,42463,42.9,57433,47.1,29167,36.3,55855.191,Scranton,4.0,900.0
1359,18507,57903,37.9,88466,27.5,41719,51.8,67883.829,Moosic,1.0,533.0
1360,18508,37556,39.3,43539,42.1,30309,32.2,42848.925,Scranton,7.0,1337.0
1361,18509,44852,44.2,69112,41.1,30616,47.5,62772.21599999999,Scranton,2.0,672.0
1362,18510,39497,40.3,56747,46.2,26474,32.7,50791.403,Scranton,6.0,1091.0
1363,18512,54227,42.3,78113,44.8,32028,35.4,69270.557,Scranton,1.0,503.0
1364,18517,51629,39.4,65153,40.9,41779,36.4,62196.959,Taylor,1.0,696.0
1365,18518,57014,38.7,80521,37.1,38478,40.6,67559.777,Old Forge,1.0,544.0
1366,18519,56642,39.6,59293,46.4,36042,27.4,59817.692,Scranton,3.0,762.0
1367,18602,132750,53.7,177500,41.9,0,81.1,145659.25,Bear Creek Township,1.0,16.0
1368,18603,50747,37.6,61359,37.1,29848,31.0,51097.941,Berwick,1.0,1079.0
1369,18610,59781,27.9,60354,31.1,51395,19.7,45573.808,Blakeslee,1.0,1268.0
1370,18612,77359,40.3,108134,38.0,37886,44.1,88974.323,Dallas,1.0,177.0
1371,18614,44063,39.0,57788,45.4,25231,31.8,51443.78,Mehoopany,2.0,1065.0
1372,18615,67895,42.8,81750,43.2,34063,41.7,78579.33099999999,Falls Township,1.0,303.0
1373,18616,54219,34.4,62917,30.7,35938,41.4,52845.18700000001,Forksville,1.0,1006.0
1374,18617,31611,55.6,61641,51.9,16773,60.0,59631.195,Glen Lyon,1.0,765.0
1375,18618,78103,44.1,99444,48.8,53438,36.0,102209.775,Harveys Lake,1.0,84.0
1376,18619,53750,40.2,66250,47.1,27083,28.2,60448.655999999995,Hillsgrove,1.0,748.0
1377,18621,62043,44.2,72846,45.2,30556,41.7,73091.25,Hunlock Creek,1.0,404.0
1378,18622,74844,46.8,75417,48.7,0,0.0,71755.071,Huntington Mills,1.0,439.0
1379,18623,54185,49.0,60375,47.4,39821,48.8,74601.048,Laceyville,1.0,374.0
1380,18624,0,15.6,190846,19.7,45709,9.5,41939.017,Lake Harmony,1.0,1354.0
1381,18625,47708,25.6,67446,33.9,29423,16.7,39991.083,Factoryville,2.0,1412.0
1382,18626,71406,40.0,100625,38.1,39250,34.8,80559.525,Muncy Valley,1.0,274.0
1383,18628,31071,44.1,38438,44.9,22083,43.4,40544.995,Lopez,1.0,1397.0
1384,18629,52083,38.9,53750,40.2,47059,36.7,59138.44,Mehoopany,1.0,781.0
1385,18630,66500,46.8,75227,46.3,32813,44.8,80652.325,Meshoppen,1.0,271.0
1386,18631,45714,20.6,59688,22.5,0,18.3,22846.884,Mifflinville,1.0,1611.0
1387,18632,58355,46.8,72361,36.2,29500,71.3,74538.322,Mildred,1.0,376.0
1388,18634,47463,41.4,58011,41.1,33833,40.0,57025.403,Nanticoke,1.0,850.0
1389,18635,65967,36.9,79741,36.9,31635,33.3,64300.707,Nescopeck,1.0,627.0
1390,18636,51042,30.5,59432,35.1,25341,22.8,42206.19,Noxen,1.0,1349.0
1391,18640,43066,40.1,66840,42.5,28855,37.1,56381.670999999995,Pittston,1.0,878.0
1392,18641,53750,34.1,69671,36.7,29304,29.2,52454.775,Pittston,3.0,1022.0
1393,18642,68471,38.1,76765,34.8,34284,42.0,67200.951,Duryea,1.0,549.0
1394,18643,56816,33.8,70734,33.4,38418,32.6,55353.232,Pittston,2.0,913.0
1395,18644,59417,30.7,86917,28.9,26964,32.4,52096.367999999995,Wyoming,1.0,1037.0
1396,18651,40172,45.9,58604,43.5,27699,47.0,56950.218,Plymouth,1.0,857.0
1397,18653,82857,54.4,125000,70.5,34107,25.0,141725.958,Clarks Summit,1.0,21.0
1398,18655,61765,36.5,78992,35.6,33385,36.3,62784.13200000001,Shickshinny,1.0,671.0
1399,18656,57404,43.8,58235,39.8,50682,54.7,76043.536,Sweet Valley,1.0,344.0
1400,18657,65156,37.8,74095,40.2,35594,29.4,64879.794,Tunkhannock,1.0,618.0
1401,18660,65278,40.5,73814,44.2,44167,29.7,72180.977,Wapwallopen,1.0,425.0
1402,18661,57386,33.2,75994,28.9,30556,40.4,53359.042,White Haven,1.0,988.0
1403,18701,29063,48.3,36250,50.3,26554,47.9,44990.545,Wilkes-Barre,4.0,1285.0
1404,18702,46926,45.1,57000,48.1,26944,38.8,59034.898,Wilkes-Barre,2.0,787.0
1405,18704,53016,36.0,68718,36.6,36426,33.9,56584.962,Kingston,1.0,872.0
1406,18705,51955,37.1,63920,36.9,31840,36.6,54515.225,Wilkes-Barre,3.0,945.0
