Zip_code,Total population,Population < 5 years,Population between 65 to 74 years,Population between 75 to 84 years,Population >= 85,Median age (years),city,total targeted population,city rank,rank
18067,17608,580,2222,949,521,45.6,Northampton,4272,1.0,234.5
18069,8600,314,755,410,181,44.9,Orefield,1660,1.0,527.0
18070,606,38,121,28,6,48.3,Palm,193,1.0,1238.0
18071,10362,366,1146,683,176,47.2,Palmerton,2371,1.0,418.5
18072,6429,276,355,460,382,42.3,Pen Argyl,1473,1.0,570.0
18073,10920,772,1129,751,53,44.6,Pennsburg,2705,1.0,379.0
18074,5709,274,713,307,31,45.4,Perkiomenville,1325,1.0,607.0
18076,2931,125,346,194,80,44.1,Red Hill,745,1.0,810.0
18077,2279,47,340,174,47,50.5,Riegelsville,608,1.0,875.0
18078,8050,261,930,499,172,45.9,Schnecksville,1862,1.0,497.0
18080,11498,803,1289,679,91,42.1,Slatington,2862,1.0,362.0
18081,159,0,61,16,0,41.8,Hellertown,77,2.0,1453.5
18083,351,20,21,22,4,46.7,Stockertown,67,1.0,1481.0
18085,1170,32,119,38,19,40.5,Tatamy,208,1.0,1217.0
18086,725,0,110,78,0,55.5,Walnutport,188,2.0,1243.5
18087,779,11,28,23,0,35.2,Trexlertown,62,1.0,1500.0
18088,8342,276,1037,375,255,45.5,Walnutport,1943,1.0,481.0
18091,6155,274,960,372,135,48.2,Wind Gap,1741,1.0,508.0
18092,3617,118,511,270,137,47.9,Zionsville,1036,1.0,696.0
18101,4738,385,223,121,17,28.7,Allentown,746,6.0,809.0
18102,50702,4418,2898,1072,542,29.6,Allentown,8930,3.0,53.0
18103,46884,2923,4406,2389,1115,38.7,Allentown,10833,2.0,27.0
18104,44217,2469,4452,2346,2029,37.6,Allentown,11296,1.0,21.0
18106,6890,356,777,513,429,47.8,Allentown,2075,5.0,458.0
18109,17425,1242,1322,801,257,33.8,Allentown,3622,4.0,283.0
18201,26978,1584,1883,1916,550,37.9,Hazleton,5933,1.0,140.0
18202,11527,684,1412,742,474,44.4,Hazleton,3312,2.0,305.0
18210,7504,456,956,523,46,47.6,Albrightsville,1981,1.0,475.0
18211,1077,50,186,71,36,54.9,Andreas,343,1.0,1086.0
18212,86,0,25,9,5,62.5,Lehighton,39,2.0,1589.0
18214,1720,57,424,97,23,54.0,Barnesville,601,1.0,880.5
18216,1106,57,129,80,54,50.2,Beaver Meadows,320,1.0,1105.5
18218,2164,130,190,71,128,40.2,Coaldale,519,1.0,929.5
18219,1340,37,174,130,44,48.9,Conyngham,385,1.0,1049.5
18220,221,7,37,6,5,52.2,Delano Township,55,1.0,1522.0
18221,611,3,31,0,0,49.5,Freeland,34,2.0,1610.0
18222,9926,382,1284,518,250,44.8,Drums,2434,1.0,407.0
18224,6113,299,850,327,287,46.4,Freeland,1763,1.0,504.0
18229,9038,388,1548,400,132,49.0,Jim Thorpe,2468,1.0,404.0
18230,91,0,7,5,4,60.9,Junedale,16,1.0,1660.0
18231,429,47,7,19,10,33.5,McAdoo,83,2.0,1433.0
18232,3761,404,332,167,53,37.0,Lansford,956,1.0,720.0
18235,18904,856,2164,1013,696,47.5,Lehighton,4729,1.0,202.0
18237,3725,429,274,130,87,35.6,McAdoo,920,1.0,727.0
18240,3806,77,518,319,190,40.7,Nesquehoning,1104,1.0,675.0
18241,587,19,128,61,77,61.8,Nuremberg,285,1.0,1139.5
18242,372,24,26,3,3,37.0,Hazleton,56,3.0,1517.5
18244,287,23,50,10,5,47.6,Palmerton,88,3.0,1415.5
18245,242,0,160,13,16,69.3,Tamaqua,189,2.0,1241.0
18246,334,35,16,0,4,30.2,Rock Glen,55,1.0,1522.0
18248,634,0,54,43,23,40.3,Sheppton,120,1.0,1348.0
18249,3676,183,445,261,70,49.3,Sugarloaf,959,1.0,719.0
18250,2981,81,448,104,83,40.3,Summit Hill,716,1.0,817.5
18252,10720,508,1093,770,327,45.8,Tamaqua,2698,1.0,381.0
18254,1175,115,101,86,13,33.4,Tresckow,315,1.0,1112.0
18255,4411,127,495,356,190,45.0,Weatherly,1168,1.0,650.0
18256,368,0,50,27,5,45.1,Weston,82,1.0,1438.0
18301,29694,1388,2963,1169,375,39.5,East Stroudsburg,5895,1.0,145.0
18302,17499,936,1748,827,216,43.4,East Stroudsburg,3727,2.0,268.0
18321,1642,38,184,125,80,52.4,Bartonsville,427,1.0,1009.0
18322,3020,36,246,161,48,46.9,Brodheadsville,491,1.0,952.5
18324,9249,334,937,298,10,46.9,Bushkill,1579,1.0,541.5
18325,2684,185,209,122,13,35.0,Canadensis,529,1.0,923.0
18326,3041,140,308,192,23,47.2,Cresco,663,1.0,847.0
18327,577,13,74,22,8,47.4,Delaware Water Gap,117,1.0,1353.0
18328,7466,134,817,341,190,46.9,Dingmans Ferry,1482,1.0,569.0
18330,8635,355,591,276,0,42.3,Effort,1222,2.0,628.0
18331,628,47,103,152,9,64.0,Gilbert,311,1.0,1116.5
18332,3309,105,237,69,41,38.4,Henryville,452,1.0,985.5
18334,4471,195,423,440,34,45.4,Long Pond,1092,1.0,684.0
18335,788,41,18,40,27,46.2,East Stroudsburg,126,3.0,1334.5
18336,3800,110,461,355,220,52.0,Matamoras,1146,1.0,660.0
18337,14192,547,1644,961,251,43.8,Milford,3403,1.0,300.0
18340,211,0,16,0,0,31.3,Millrift,16,1.0,1660.0
18343,4010,153,472,174,39,49.6,Mount Bethel,838,1.0,763.0
18344,3780,31,290,377,50,43.1,Mount Pocono,748,1.0,806.5
18346,2322,93,215,31,28,43.6,Pocono Summit,367,1.0,1064.5
18347,2932,46,839,176,16,57.5,Pocono Lake,1077,1.0,688.0
18349,228,40,22,0,0,33.6,Swiftwater,62,2.0,1500.0
18350,927,71,138,204,18,50.9,Pocono Pines,431,1.0,1001.5
18351,549,54,24,6,15,34.6,Portland,99,1.0,1386.5
18352,940,0,306,163,0,64.9,Reeders,469,1.0,968.0
18353,12806,434,1560,563,221,51.0,Saylorsburg,2778,1.0,370.0
18354,1201,18,152,52,80,47.3,Sciota,302,1.0,1129.5
18360,27759,1080,3612,1592,741,43.8,Stroudsburg,7025,1.0,94.0
18370,1600,232,166,14,34,39.6,Swiftwater,446,1.0,994.0
18371,670,61,25,80,64,36.9,Tamiment,230,1.0,1198.5
18372,2926,217,385,94,105,44.3,Tannersville,801,1.0,778.0
18403,6768,394,625,388,135,43.8,Archbald,1542,1.0,552.0
18405,2712,109,368,129,66,49.3,Beach Lake,672,1.0,845.0
18407,13629,703,1717,746,473,43.5,Carbondale,3639,1.0,282.0
18411,21312,1092,2723,1619,658,44.7,Clarks Summit,6092,1.0,132.0
18413,189,5,110,0,0,65.5,Forest City,115,2.0,1358.0
18414,5461,284,797,327,124,48.0,Dalton,1532,1.0,555.0
18415,1491,45,405,65,58,56.4,Damascus,573,1.0,899.0
18417,1014,83,153,92,23,47.6,Equinunk,351,1.0,1079.0
18419,4632,234,539,269,136,38.3,Factoryville,1178,1.0,648.0
18421,4289,232,433,312,210,48.3,Forest City,1187,1.0,643.0
18424,5148,134,718,277,27,50.1,Gouldsboro,1156,1.0,655.5
18425,1059,34,174,53,20,51.5,Greeley,281,1.0,1145.0
18426,4091,182,549,449,116,52.7,Greentown,1296,1.0,612.0
18428,11668,322,2159,750,466,51.9,Hawley,3697,1.0,272.5
18431,12133,507,1753,891,383,46.0,Honesdale,3534,1.0,292.0
18433,6128,295,704,277,132,47.8,Jermyn,1408,1.0,583.5
18434,3772,308,364,149,119,42.7,Jessup,940,1.0,723.5
18435,878,21,214,62,21,49.8,Lackawaxen,318,1.0,1109.0
18436,12960,744,1965,798,359,49.6,Lake Ariel,3866,1.0,262.0
18437,214,21,44,13,3,50.6,Lake Como,81,1.0,1441.5
18438,1148,35,179,139,76,60.6,Lakeville,429,1.0,1004.0
18439,526,3,67,21,3,55.2,Lakewood,94,1.0,1398.0
18441,385,16,67,29,22,48.8,Lenoxville,134,1.0,1323.0
18443,269,17,50,9,12,45.1,Milanville,88,1.0,1415.5
18444,13938,493,1850,688,324,45.5,Moscow,3355,1.0,301.0
18445,2493,173,392,274,69,53.6,Newfoundland,908,1.0,729.0
18446,3048,96,501,268,41,51.4,Nicholson,906,1.0,732.0
18447,10503,642,1193,877,425,44.7,Olyphant,3137,1.0,324.5
18451,739,0,144,114,0,58.2,Paupack,258,1.0,1175.5
18452,4909,164,625,539,588,56.3,Peckville,1916,1.0,486.0
18453,1073,147,225,74,3,48.8,Pleasant Mount,449,1.0,990.0
18454,65,6,44,0,0,67.8,Union Dale,50,2.0,1547.5
18455,134,0,67,14,4,68.5,Preston Park,85,1.0,1425.0
18456,474,13,34,27,9,44.6,Prompton,83,1.0,1433.0
18458,2968,134,446,166,37,51.5,Shohola,783,1.0,786.0
18460,89,0,29,32,3,72.9,South Sterling,64,1.0,1492.0
18461,269,0,39,21,20,51.6,Starlight,80,1.0,1445.5
18462,414,2,39,23,2,46.0,Starrucca,66,1.0,1483.5
18463,286,7,81,11,8,46.4,Sterling Township,107,1.0,1370.0
18464,1291,50,197,64,101,52.9,Tafton,412,1.0,1027.0
18465,1208,65,174,81,34,47.8,Thompson,354,1.0,1077.0
18466,17531,1113,1281,662,287,38.5,Tobyhanna,3343,1.0,304.0
18469,279,12,33,179,0,76.7,Tyler Hill,224,1.0,1203.5
18470,1976,63,238,175,65,48.7,Union Dale,541,1.0,918.5
18471,722,115,81,13,0,42.1,Abington Township,209,1.0,1215.0
18472,7203,231,494,372,248,41.5,Waymart,1345,1.0,602.0
18473,501,37,57,0,0,43.1,Lake Ariel,94,2.0,1398.0
18503,1197,0,138,136,140,39.7,Scranton,414,8.0,1024.0
18504,20632,1291,1832,1056,420,41.1,Scranton,4599,2.0,208.0
18505,21671,1445,2450,1093,553,36.8,Scranton,5541,1.0,158.0
18507,5159,213,557,232,88,38.8,Moosic,1090,1.0,686.0
18508,12368,653,1389,596,407,37.2,Scranton,3045,3.0,336.0
18509,13786,650,1109,723,462,37.0,Scranton,2944,4.0,351.0
18510,13534,677,1199,474,457,30.4,Scranton,2807,5.0,368.0
18512,11550,366,1102,685,372,42.3,Scranton,2525,6.0,398.0
18517,4807,164,875,233,193,50.5,Taylor,1465,1.0,572.0
18518,7909,544,673,595,357,45.7,Old Forge,2169,1.0,444.0
18519,4997,284,529,321,76,42.8,Scranton,1210,7.0,634.0
18602,342,10,44,19,2,37.6,Bear Creek Township,75,1.0,1462.5
18603,19441,718,2343,1167,838,48.1,Berwick,5066,1.0,178.0
18610,5247,271,741,130,37,36.0,Blakeslee,1179,1.0,647.0
18612,18761,583,2049,853,769,43.1,Dallas,4254,1.0,238.0
18614,1937,85,354,138,73,57.2,Mehoopany,650,1.0,853.0
18615,1966,61,329,122,32,50.2,Falls Township,544,1.0,916.0
18616,734,15,138,87,18,60.2,Forksville,258,1.0,1175.5
18617,1813,88,209,56,8,37.7,Glen Lyon,361,1.0,1071.0
18618,3684,185,693,130,45,45.2,Harveys Lake,1053,1.0,692.0
18619,239,18,31,13,12,55.2,Hillsgrove,74,1.0,1467.0
18621,6261,246,631,451,157,46.2,Hunlock Creek,1485,1.0,566.5
18622,193,0,41,36,0,63.5,Huntington Mills,77,1.0,1453.5
18623,2559,120,282,169,34,45.0,Laceyville,605,1.0,878.0
18624,389,0,43,96,0,60.8,Lake Harmony,139,1.0,1311.0
18625,437,10,83,13,19,49.7,Factoryville,125,2.0,1337.0
18626,519,4,125,69,59,64.4,Muncy Valley,257,2.0,1177.5
18628,199,14,10,13,4,40.4,Lopez,41,1.0,1579.5
18629,1838,100,313,147,40,51.5,Mehoopany,600,2.0,882.0
18630,3086,160,406,166,46,44.7,Meshoppen,778,1.0,787.0
18631,973,22,76,68,60,50.6,Mifflinville,226,1.0,1202.0
18632,655,36,46,35,23,42.8,Mildred,140,1.0,1308.0
18634,13212,560,1345,833,489,43.6,Nanticoke,3227,1.0,313.0
18635,3790,254,477,175,205,44.3,Nescopeck,1111,1.0,674.0
18636,1343,54,208,101,32,49.3,Noxen,395,1.0,1039.0
18640,16917,768,1841,928,581,41.4,Pittston,4118,1.0,244.0
18641,7010,180,704,646,108,44.7,Pittston,1638,3.0,530.5
18642,3862,94,726,196,159,51.3,Duryea,1175,1.0,649.0
18643,13049,661,1493,775,502,45.9,Pittston,3431,2.0,299.0
18644,7715,469,1090,507,237,47.6,Wyoming,2303,1.0,430.0
18651,8987,625,992,464,194,46.0,Plymouth,2275,1.0,433.0
18653,200,0,9,0,3,42.1,Clarks Summit,12,2.0,1669.0
18655,5441,176,907,297,136,49.9,Shickshinny,1516,1.0,560.0
18656,2472,53,307,103,88,47.1,Sweet Valley,551,1.0,914.0
18657,11575,580,1406,694,349,45.8,Tunkhannock,3029,1.0,338.0
18660,3645,114,498,144,37,45.7,Wapwallopen,793,1.0,781.0
18661,5055,178,611,335,196,48.1,White Haven,1320,1.0,608.0
18701,3459,62,242,207,188,21.5,Wilkes-Barre,699,4.0,832.5
18702,40105,2487,3308,1985,1386,38.5,Wilkes-Barre,9166,1.0,50.0
18704,30181,1973,3562,1779,753,41.7,Kingston,8067,1.0,66.0
18705,14425,886,1522,845,444,41.6,Wilkes-Barre,3697,3.0,272.5
18706,15861,1241,1802,798,528,39.8,Wilkes-Barre,4369,2.0,228.0
18707,15891,696,1556,793,309,44.2,Mountain Top,3354,1.0,302.0
18708,8056,495,1083,636,148,48.5,Shavertown,2362,1.0,421.0
18709,2892,212,345,243,39,47.1,Luzerne,839,1.0,762.0
18801,8254,374,1034,631,216,48.0,Montrose,2255,1.0,435.5
18810,5707,303,754,479,191,46.0,Athens,1727,1.0,509.0
18812,1640,25,276,130,14,56.5,Silver Lake Township,445,1.0,995.0
18814,205,25,25,12,0,32.9,Towanda,62,2.0,1500.0
18816,101,0,28,11,3,64.2,Montrose,42,2.0,1574.5
18817,305,25,6,9,19,26.6,East Smithfield,59,1.0,1511.0
18818,1178,44,147,90,32,52.6,Friendsville,313,1.0,1114.0
18821,1203,46,149,109,25,46.8,Great Bend,329,1.0,1096.0
18822,3096,169,356,292,50,48.9,Hallstead,867,1.0,749.5
18823,194,9,13,13,17,49.7,Harford Township,52,1.0,1535.5
18824,1487,75,290,69,66,52.1,Hop Bottom,500,1.0,946.5
18826,1289,52,200,105,31,46.6,Kingsley,388,1.0,1043.5
18828,337,8,18,11,13,41.8,Lawton,50,1.0,1547.5
18829,656,20,83,52,16,55.0,Le Raysville,171,1.0,1273.0
18830,566,14,127,41,13,54.8,Little Meadows,195,1.0,1234.5
18831,1023,11,186,86,24,57.1,Milan,307,1.0,1122.5
18832,1944,124,261,91,23,43.4,Monroeton,499,1.0,949.5
18833,1902,54,265,107,114,52.7,New Albany,540,1.0,920.0
18834,3508,146,470,146,136,47.7,New Milford,898,1.0,737.5
18837,2899,179,270,165,81,41.2,Rome,695,1.0,835.5
18840,10756,565,1011,458,337,37.2,Sayre,2371,1.0,418.5
18842,209,7,47,0,0,49.8,South Gibson,54,1.0,1527.0
18843,185,14,0,23,0,32.7,Montrose,37,3.0,1595.0
18844,1944,79,369,86,38,50.3,Springville Township,572,1.0,900.0
18845,345,17,88,20,24,55.3,Stevensville,149,1.0,1296.0
18846,951,46,127,71,13,45.9,Sugar Run,257,1.0,1177.5
18847,6011,482,662,375,202,43.2,Susquehanna,1721,1.0,511.0
18848,8703,601,1126,628,392,47.1,Towanda,2747,1.0,375.5
18850,1965,99,269,101,38,49.0,Ulster,507,1.0,938.5
18851,624,27,72,54,17,51.0,Warren Center,170,1.0,1274.5
18853,4332,322,555,248,107,45.2,Wyalusing,1232,1.0,624.0
18854,1715,90,166,128,13,45.4,Wysox,397,1.0,1038.0
18901,27875,981,3126,1630,1070,43.8,Doylestown,6807,1.0,105.0
18902,21625,938,1929,963,158,44.5,Doylestown,3988,2.0,255.0
18914,21888,1016,1879,977,341,44.3,Chalfont,4213,1.0,239.0
18915,744,25,76,13,26,43.3,Colmar,140,1.0,1308.0
18917,2110,61,164,62,16,42.6,Dublin,303,1.0,1128.0
18920,205,0,39,32,0,54.5,Erwinna,71,1.0,1473.5
18923,1235,94,93,0,0,38.8,Fountainville,187,1.0,1246.5
18925,6825,395,636,350,158,43.2,Furlong,1539,1.0,554.0
18929,10136,808,603,392,194,38.7,Jamison,1997,1.0,474.0
18930,2454,103,383,109,73,54.5,Kintnersville,668,1.0,846.0
18932,311,14,119,18,0,63.0,Line Lexington,151,1.0,1290.5
18938,13560,279,2232,1220,409,56.0,New Hope,4140,1.0,243.0
18940,29164,1539,3286,1648,701,46.4,Newtown,7174,1.0,88.0
18942,2805,36,626,119,78,54.9,Ottsville,859,1.0,753.5
18944,26301,828,2547,1188,416,42.4,Perkasie,4979,1.0,183.0
18947,6356,48,613,507,174,51.5,Pipersville,1342,1.0,603.0
18950,204,0,41,11,22,55.3,Point Pleasant,74,1.0,1467.0
18951,35331,1877,3367,1926,717,42.9,Quakertown,7887,1.0,69.0
18954,11456,388,3586,365,241,56.5,Richboro,4580,1.0,210.0
18955,1414,66,106,134,75,45.7,Richlandtown,381,1.0,1053.5
18960,11484,388,1222,1305,349,49.7,Sellersville,3264,1.0,309.0
18962,361,22,60,26,0,49.6,Silverdale,108,1.0,1368.0
18964,14307,1111,1270,969,290,41.7,Souderton,3640,1.0,281.0
18966,35147,1671,4418,2365,1328,48.1,Southampton,9782,1.0,37.0
18969,14930,1013,1745,788,458,42.8,Telford,4004,1.0,254.0
18970,665,29,62,47,0,42.3,Trumbauersville,138,1.0,1314.0
18972,3220,141,581,170,51,53.9,Upper Black Eddy,943,1.0,722.0
18974,40405,1416,4502,4388,2338,48.0,Warminster,12644,1.0,11.0
18976,20313,995,2015,1318,657,45.1,Warrington Township,4985,1.0,182.0
18977,4395,175,653,280,22,53.1,Washington Crossing,1130,1.0,668.0
18980,438,4,37,27,0,52.5,Furlong,68,2.0,1478.5
19001,16871,1242,1503,597,428,39.1,Abington,3770,1.0,266.0
19002,31166,1415,3399,1516,689,45.8,Ambler,7019,1.0,95.0
19003,13641,980,1189,626,270,37.5,Ardmore,3065,1.0,333.0
19004,9246,476,1134,532,727,44.2,Bala Cynwyd,2869,1.0,361.0
19006,21897,936,2466,1434,1075,46.3,Huntingdon Valley,5911,1.0,142.0
19007,21443,1540,1923,1009,406,37.0,Bristol,4878,1.0,192.0
19008,20240,1389,2231,1383,850,44.7,Broomall,5853,1.0,148.0
19009,885,4,57,54,43,35.2,Bryn Athyn,158,1.0,1284.0
19010,21783,993,2153,1156,598,35.6,Bryn Mawr,4900,1.0,190.0
19012,6749,254,628,361,115,42.1,Cheltenham,1358,1.0,598.0
19013,35113,2680,2768,1237,589,31.5,Chester,7274,1.0,85.0
19014,21012,1233,1976,1045,492,40.8,Aston,4746,1.0,200.0
19015,16647,1028,1194,882,355,37.7,Brookhaven,3459,1.0,295.0
19017,206,23,56,9,12,43.7,Chester Heights,100,1.0,1383.5
19018,23009,1590,2371,713,417,38.4,Clifton Heights,5091,1.0,176.0
19020,54850,3005,5336,2519,745,40.0,Bensalem,11605,1.0,17.0
19021,9714,518,776,347,52,39.0,Croydon,1693,1.0,518.5
19022,3986,269,457,117,22,33.5,Crum Lynne,865,1.0,752.0
19023,22087,1051,1235,768,516,33.8,Darby Township,3570,1.0,288.0
19025,6545,609,824,295,314,43.1,Dresher,2042,1.0,463.0
19026,30357,2226,2570,1225,481,37.0,Drexel Hill,6502,1.0,122.0
19027,19216,671,2054,1062,552,40.5,Elkins Park,4339,1.0,230.0
19029,4027,197,315,222,103,36.9,Essington,837,1.0,764.0
19030,11989,618,1138,926,193,42.7,Fairless Hills,2875,1.0,357.0
19031,4390,220,548,303,171,46.0,Flourtown,1242,1.0,620.5
19032,6629,752,413,108,193,33.3,Folcroft,1466,1.0,571.0
19033,8360,598,504,471,175,37.1,Folsom,1748,1.0,506.0
19034,6107,398,684,366,197,42.0,Fort Washington,1645,1.0,529.0
19035,3936,174,350,346,221,47.9,Gladwyne,1091,1.0,685.0
19036,12984,1120,1073,554,240,38.1,Glenolden,2987,1.0,343.0
19038,31615,1983,3137,1429,606,40.9,Glenside,7155,1.0,89.0
19040,22092,1399,3018,1214,682,41.3,Hatboro,6313,1.0,128.0
19041,6277,121,851,531,405,50.5,Haverford,1908,1.0,488.0
19043,2828,166,143,174,37,50.0,Holmes,520,1.0,928.0
19044,16216,973,1376,463,84,34.5,Horsham,2896,1.0,354.0
19046,17961,648,1774,1028,1100,46.6,Jenkintown,4550,1.0,211.0
19047,33199,1591,3601,2061,1230,44.6,Langhorne,8483,1.0,62.0
19050,27485,1430,3229,1129,577,42.1,Lansdowne,6365,1.0,125.0
19053,26498,1412,2864,1211,428,42.8,Trevose,5915,1.0,141.0
19054,17040,961,1195,649,353,36.5,Levittown,3158,3.0,322.0
19055,13672,951,1152,595,160,39.4,Levittown,2858,4.0,363.0
19056,16153,901,1078,634,641,40.8,Levittown,3254,2.0,310.0
19057,17240,1098,1473,558,315,38.7,Levittown,3444,1.0,296.0
19060,11227,289,1044,639,254,46.7,Garnet Valley,2226,1.0,439.0
19061,20525,666,2544,867,382,38.7,Marcus Hook,4459,1.0,219.0
19063,35439,1921,4309,2304,1985,47.3,Media,10519,1.0,29.0
19064,25356,1418,2628,1419,747,42.5,Springfield,6212,1.0,129.0
19066,5319,273,728,323,40,43.9,Merion Station,1364,1.0,594.5
19067,52519,2491,5757,2086,622,43.5,Morrisville,10956,1.0,25.0
19070,6625,307,686,298,123,39.9,Morton,1414,1.0,581.0
19072,10008,575,1084,634,170,44.2,Narberth,2463,1.0,406.0
19073,20421,1407,2351,1327,1237,45.9,Newtown Square,6322,1.0,127.0
19074,5957,148,407,224,80,41.1,Norwood,859,1.0,753.5
19075,7600,547,530,478,139,41.0,Oreland,1694,1.0,516.5
19076,6559,447,579,208,209,38.2,Prospect Park,1443,1.0,576.0
19078,11379,653,1026,593,301,40.8,Ridley Park,2573,1.0,393.0
19079,9068,559,698,221,196,33.8,Sharon Hill,1674,1.0,526.0
19081,10075,575,855,578,323,37.2,Swarthmore,2331,1.0,428.0
19082,42670,2911,2835,829,301,33.1,Upper Darby,6876,1.0,102.0
19083,36110,2745,3699,1482,869,39.9,Havertown,8795,1.0,56.0
19085,8981,304,768,215,73,21.2,Villanova,1360,1.0,596.5
19086,12142,699,1016,614,353,43.1,Nether Providence Township,2682,1.0,383.0
19087,32592,1708,3112,1527,539,40.0,Wayne,6886,1.0,101.0
19090,18202,1226,1590,816,456,38.0,Willow Grove,4088,1.0,247.0
19094,4280,187,451,151,39,37.7,Woodlyn,828,1.0,768.0
19095,7515,261,1195,296,320,43.6,Wyncote,2072,1.0,459.0
19096,14262,1046,1764,1040,490,44.7,Wynnewood,4340,1.0,229.0
19102,5335,33,491,276,129,32.0,Philadelphia,929,45.0,725.0
19103,25113,668,2610,1491,1229,35.1,Philadelphia,5998,28.0,138.0
19104,52480,2224,2065,983,723,22.8,Philadelphia,5995,29.0,139.0
19106,13536,362,1319,909,293,38.5,Philadelphia,2883,39.0,356.0
19107,14689,227,764,410,311,31.2,Philadelphia,1712,43.0,512.0
19111,67159,4899,6274,3020,1662,37.2,Philadelphia,15855,1.0,1.0
19113,82,7,30,0,0,58.3,Philadelphia,37,47.0,1595.0
19114,31448,1912,3255,1849,654,40.8,Philadelphia,7670,19.0,76.0
19115,35504,2446,4459,2647,1567,44.2,Philadelphia,11119,7.0,23.0
19116,33976,1757,3596,2491,1064,43.5,Philadelphia,8908,16.0,54.0
19118,10826,643,1433,625,415,45.8,Philadelphia,3116,37.0,326.0
19119,29055,2024,2946,1661,950,42.3,Philadelphia,7581,20.0,79.0
19120,74270,6498,6119,2128,348,33.3,Philadelphia,15093,2.0,4.0
19121,31664,2015,1730,837,381,26.8,Philadelphia,4963,32.0,186.0
19122,21067,904,1105,544,167,27.5,Philadelphia,2720,40.0,378.0
19123,17793,965,1271,537,263,32.8,Philadelphia,3036,38.0,337.0
19124,71858,6074,3921,1885,792,32.1,Philadelphia,12672,4.0,10.0
19125,25705,1781,1641,486,150,32.7,Philadelphia,4058,35.0,250.0
19126,16609,702,1789,629,478,38.9,Philadelphia,3598,36.0,286.0
19127,5610,274,190,82,37,28.7,Philadelphia,583,46.0,890.0
19128,37677,1996,2861,1995,1108,35.9,Philadelphia,7960,17.0,68.0
19129,11408,931,940,547,98,33.8,Philadelphia,2516,41.0,399.0
19130,28010,1207,2083,1147,605,33.4,Philadelphia,5042,31.0,179.0
19131,44649,2626,3786,2439,997,33.9,Philadelphia,9848,10.0,34.0
19132,29850,1728,2470,1710,576,40.4,Philadelphia,6484,27.0,123.0
19133,26705,1425,1851,687,302,35.2,Philadelphia,4265,34.0,236.0
19134,61615,5205,3374,1547,325,31.4,Philadelphia,10451,9.0,30.0
19135,36102,3165,2057,1013,468,33.0,Philadelphia,6703,24.0,110.0
19136,34962,2598,2616,1109,676,35.4,Philadelphia,6999,22.0,97.0
19137,8652,647,716,241,85,38.7,Philadelphia,1689,44.0,520.5
19138,33711,1595,2737,1489,782,36.5,Philadelphia,6603,25.0,118.0
19139,45198,3489,3700,1535,669,33.5,Philadelphia,9393,12.0,43.0
19140,52608,4279,4184,2347,699,35.7,Philadelphia,11509,5.0,18.0
19141,34115,2136,3328,1699,637,35.1,Philadelphia,7800,18.0,72.0
19142,29864,2095,1595,629,197,31.8,Philadelphia,4516,33.0,214.0
19143,62927,4464,4807,2432,1644,33.1,Philadelphia,13347,3.0,9.0
19144,44968,3252,3488,1878,628,33.9,Philadelphia,9246,14.0,47.5
19145,44508,2526,4283,1904,979,37.9,Philadelphia,9692,11.0,40.5
19146,40635,2766,2633,937,630,33.3,Philadelphia,6966,23.0,99.0
19147,38809,2415,3019,1070,598,35.7,Philadelphia,7102,21.0,93.0
19148,51754,3382,3993,2446,1142,36.2,Philadelphia,10963,8.0,24.0
19149,58811,4818,4016,1638,690,33.5,Philadelphia,11162,6.0,22.0
19150,22916,1345,3113,1517,578,42.8,Philadelphia,6553,26.0,121.0
19151,32306,1809,2785,848,424,34.6,Philadelphia,5866,30.0,147.0
19152,37436,2929,3366,1838,1192,40.1,Philadelphia,9325,13.0,45.0
19153,12909,282,1278,618,222,38.2,Philadelphia,2400,42.0,413.5
19154,34946,2905,2908,2194,960,38.8,Philadelphia,8967,15.0,52.0
19301,6689,314,846,498,177,45.7,Paoli,1835,1.0,499.0
19310,3207,399,141,91,47,29.3,Atglen,678,1.0,843.0
19311,9541,780,763,304,167,36.6,Avondale,2014,1.0,467.0
19312,11338,428,1338,669,211,45.9,Berwyn,2646,1.0,390.0
19316,229,0,8,31,0,43.0,Coatesville,39,3.0,1589.0
19317,10043,446,1029,737,176,45.4,Chadds Ford Historic District,2388,1.0,416.0
19319,426,0,39,18,0,20.4,Cheyney,57,1.0,1516.0
19320,55219,3464,5161,2364,1291,40.6,Coatesville,12280,1.0,13.0
19330,5726,246,611,257,52,48.3,Cochranville,1166,1.0,652.0
19333,6893,409,482,388,359,41.4,Devon,1638,1.0,530.5
19335,48272,2561,4328,1508,849,41.1,Downingtown,9246,1.0,47.5
19341,19133,1325,2163,798,312,39.3,Exton,4598,1.0,209.0
19342,20069,546,1825,1557,1686,47.5,Glen Mills,5614,1.0,154.0
19343,7553,199,827,410,137,45.3,Glenmoore,1573,1.0,546.0
19344,12145,651,959,1120,580,42.5,Honey Brook,3310,1.0,306.0
19348,23636,1146,2682,1488,851,43.5,Kennett Square,6167,1.0,130.0
19350,11606,697,1343,450,44,43.9,Landenberg,2534,1.0,396.0
19352,11432,545,613,333,85,34.4,Lincoln University,1576,1.0,544.5
19355,26920,1362,2321,1354,531,41.4,Malvern,5568,1.0,155.0
19358,633,45,7,5,4,31.3,Coatesville,61,2.0,1503.5
19362,5844,329,667,423,111,42.4,Nottingham,1530,1.0,556.5
